QT_TOTAL_HIT_PAYWALL,DIASNAVEGADOS,NOTICIASLIDAS,VISITAS_CAPA,USOU_APP,PERFIL,PES_GENERO,ATR_PF_GEO_RENDA_FAM,IDADE
0,52,89,332,SIM,PROSPECT ,F,DE 8SM ATE 14SM,50.0
14,20,8,22,SIM,PROSPECT ,M,DE 14SM ATE 25SM,36.0
0,14,6,9,SIM,PROSPECT ,F,DE 8SM ATE 14SM,73.0
4,3,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,46.0
10,6,5,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,40.0
0,1,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,48.0
30,18,0,75,SIM,PROSPECT ,M,DE 4SM ATE 8SM,62.0
5,19,20,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,29.0
0,3,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,41.0
6,3,0,20,SIM,PROSPECT ,M,DE 4SM ATE 8SM,48.0
0,5,6,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,27.0
0,59,197,462,SIM,PROSPECT ,M,DE 3SM ATE 4SM,42.0
0,5,7,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,61.0
0,18,24,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,44.0
0,25,0,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,69.0
6,15,16,1,NAO,PROSPECT ,M,DE 2SM ATE 3SM,43.0
0,4,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,40.0
7,3,0,8,SIM,PROSPECT ,F,DE 4SM ATE 8SM,79.0
0,3,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,69.0
12,17,0,17,SIM,PROSPECT ,M,DE 3SM ATE 4SM,41.0
0,5,3,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,41.0
0,2,1,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,75.0
0,43,44,138,SIM,PROSPECT ,M,DE 8SM ATE 14SM,39.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,37.0
0,35,57,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,50.0
0,8,7,1,NAO,PROSPECT ,F,DE 4SM ATE 8SM,45.0
0,60,322,659,SIM,PROSPECT ,I,DE 4SM ATE 8SM,48.0
0,27,74,4,NAO,PROSPECT ,M,DE 3SM ATE 4SM,45.0
0,3,3,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,34.0
0,4,1,4,NAO,PROSPECT ,M,DE 4SM ATE 8SM,41.0
0,11,1,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,37.0
26,39,20,112,NAO,PROSPECT ,M,DE 4SM ATE 8SM,72.0
0,2,2,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,30.0
10,18,0,26,SIM,PROSPECT ,M,DE 4SM ATE 8SM,52.0
5,7,9,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,32.0
184,58,0,1100,SIM,PROSPECT ,I,DE 4SM ATE 8SM,54.0
0,6,3,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,39.0
0,24,8,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,44.0
0,1,0,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,67.0
0,5,1,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,45.0
0,1,2,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,43.0
22,21,8,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,61.0
0,5,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,47.0
0,1,1,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,56.0
22,19,16,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,43.0
17,42,24,100,NAO,PROSPECT ,M,DE 14SM ATE 25SM,52.0
51,18,7,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,84.0
2,24,30,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,40.0
0,1,2,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,61.0
58,29,26,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,42.0
0,1,5,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,40.0
0,1,1,1,NAO,PROSPECT ,M,DE 8SM ATE 14SM,53.0
0,26,6,32,NAO,PROSPECT ,M,DE 4SM ATE 8SM,40.0
21,45,0,87,SIM,PROSPECT ,M,DE 4SM ATE 8SM,52.0
0,4,2,3,NAO,PROSPECT ,F,DE 14SM ATE 25SM,40.0
4,9,14,3,NAO,PROSPECT ,F,DE 4SM ATE 8SM,32.0
15,30,1,84,SIM,PROSPECT ,M,DE 4SM ATE 8SM,41.0
0,60,1102,920,SIM,PROSPECT ,F,DE 3SM ATE 4SM,55.0
0,1,0,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,38.0
118,26,0,156,SIM,PROSPECT ,M,DE 3SM ATE 4SM,40.0
0,20,24,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,42.0
10,6,15,29,NAO,PROSPECT ,M,DE 4SM ATE 8SM,39.0
0,17,29,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,41.0
4,12,8,14,NAO,PROSPECT ,M,DE 4SM ATE 8SM,60.0
0,10,12,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,31.0
0,4,0,13,SIM,PROSPECT ,M,DE 4SM ATE 8SM,51.0
0,60,635,76,SIM,PROSPECT ,M,DE 3SM ATE 4SM,40.0
0,15,16,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,35.0
0,10,11,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,24.0
0,16,3,25,NAO,PROSPECT ,M,DE 4SM ATE 8SM,41.0
5,22,30,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,41.0
0,3,3,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,42.0
0,37,69,10,SIM,PROSPECT ,M,DE 4SM ATE 8SM,37.0
0,4,2,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,42.0
0,24,4,37,NAO,PROSPECT ,M,DE 14SM ATE 25SM,44.0
10,20,24,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,68.0
0,3,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,47.0
0,12,5,14,NAO,PROSPECT ,F,DE 4SM ATE 8SM,34.0
0,19,3,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,63.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,39.0
0,48,163,198,SIM,PROSPECT ,M,DE 8SM ATE 14SM,58.0
0,13,2,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,33.0
9,3,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,41.0
9,10,11,1,NAO,PROSPECT ,M,DE 14SM ATE 25SM,33.0
0,3,4,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,46.0
2,8,7,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,35.0
10,32,0,319,SIM,PROSPECT ,M,DE 4SM ATE 8SM,41.0
0,1,0,1,SIM,PROSPECT ,M,DE 4SM ATE 8SM,36.0
0,20,59,29,NAO,PROSPECT ,F,DE 4SM ATE 8SM,48.0
0,1,0,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,60.0
0,1,1,0,NAO,PROSPECT ,I,DE 14SM ATE 25SM,57.0
0,37,326,46,NAO,PROSPECT ,F,DE 14SM ATE 25SM,36.0
0,4,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,34.0
12,13,41,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,46.0
0,2,0,6,SIM,PROSPECT ,M,DE 3SM ATE 4SM,51.0
0,2,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,41.0
1,4,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,33.0
0,7,4,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,42.0
0,6,5,4,NAO,PROSPECT ,M,ACIMA DE 25SM,51.0
0,5,5,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,32.0
0,10,11,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,37.0
0,53,154,15,NAO,PROSPECT ,M,ACIMA DE 25SM,59.0
0,2,2,1,NAO,PROSPECT ,F,DE 3SM ATE 4SM,90.0
0,1,0,0,NAO,PROSPECT ,I,DE 4SM ATE 8SM,65.0
0,1,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,33.0
0,27,44,103,SIM,PROSPECT ,F,DE 4SM ATE 8SM,63.0
144,52,1,359,SIM,PROSPECT ,M,DE 14SM ATE 25SM,53.0
0,4,4,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,59.0
17,37,5,162,SIM,PROSPECT ,M,DE 3SM ATE 4SM,40.0
0,2,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,32.0
1,53,8,107,NAO,PROSPECT ,M,DE 4SM ATE 8SM,32.0
22,19,7,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,38.0
0,34,17,53,NAO,PROSPECT ,M,DE 8SM ATE 14SM,68.0
0,1,4,0,NAO,PROSPECT ,M,ACIMA DE 25SM,64.0
1,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,64.0
0,1,0,0,NAO,PROSPECT ,F,ACIMA DE 25SM,39.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,56.0
0,5,3,1,NAO,PROSPECT ,M,DE 8SM ATE 14SM,64.0
0,44,105,78,NAO,PROSPECT ,M,DE 4SM ATE 8SM,54.0
3,8,4,14,NAO,PROSPECT ,M,DE 4SM ATE 8SM,32.0
2,6,5,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,58.0
10,7,3,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,58.0
82,32,15,126,NAO,PROSPECT ,M,DE 4SM ATE 8SM,38.0
10,47,0,254,SIM,PROSPECT ,F,DE 4SM ATE 8SM,44.0
33,21,17,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,23.0
10,7,3,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,39.0
0,11,14,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,29.0
3,14,36,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,34.0
0,43,83,231,SIM,PROSPECT ,M,DE 4SM ATE 8SM,36.0
0,10,6,1,NAO,PROSPECT ,F,DE 4SM ATE 8SM,63.0
0,3,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,41.0
42,43,1,239,SIM,PROSPECT ,M,DE 3SM ATE 4SM,42.0
0,10,0,30,SIM,PROSPECT ,M,DE 4SM ATE 8SM,41.0
24,47,0,275,SIM,PROSPECT ,M,DE 8SM ATE 14SM,66.0
0,31,47,106,SIM,PROSPECT ,F,DE 4SM ATE 8SM,52.0
0,1,1,0,NAO,PROSPECT ,M,DE 2SM ATE 3SM,41.0
14,2,1,2,NAO,PROSPECT ,M,DE 8SM ATE 14SM,29.0
0,15,14,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,26.0
0,12,9,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,43.0
0,10,15,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,37.0
0,13,7,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,40.0
0,2,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,28.0
1,10,11,1,NAO,PROSPECT ,M,DE 8SM ATE 14SM,36.0
3,13,18,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,31.0
2,56,161,299,SIM,PROSPECT ,F,DE 8SM ATE 14SM,66.0
0,2,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,40.0
2,11,0,22,SIM,PROSPECT ,M,DE 4SM ATE 8SM,33.0
0,17,23,2,NAO,PROSPECT ,M,DE 3SM ATE 4SM,37.0
171,45,204,217,NAO,PROSPECT ,M,DE 4SM ATE 8SM,38.0
0,49,217,97,SIM,PROSPECT ,M,DE 4SM ATE 8SM,49.0
3,52,8,23,SIM,PROSPECT ,M,DE 4SM ATE 8SM,36.0
5,1,0,2,SIM,PROSPECT ,I,DE 4SM ATE 8SM,76.0
3,5,6,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,66.0
0,1,1,0,NAO,PROSPECT ,F,ACIMA DE 25SM,50.0
0,2,2,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,50.0
26,36,9,88,NAO,PROSPECT ,F,DE 4SM ATE 8SM,50.0
21,21,11,16,NAO,PROSPECT ,M,DE 8SM ATE 14SM,32.0
42,59,86,209,NAO,PROSPECT ,M,DE 3SM ATE 4SM,57.0
0,60,487,2,NAO,PROSPECT ,M,DE 3SM ATE 4SM,34.0
0,54,245,267,SIM,PROSPECT ,M,DE 4SM ATE 8SM,61.0
0,2,2,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,38.0
1,1,0,0,NAO,PROSPECT ,F,ACIMA DE 25SM,84.0
0,1,1,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,40.0
1,34,131,219,SIM,PROSPECT ,M,DE 8SM ATE 14SM,35.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,49.0
0,5,5,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,66.0
0,12,5,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,42.0
16,19,6,30,SIM,PROSPECT ,M,DE 4SM ATE 8SM,53.0
4,17,8,5,NAO,PROSPECT ,M,DE 3SM ATE 4SM,34.0
0,1,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,36.0
15,17,13,32,SIM,PROSPECT ,F,DE 4SM ATE 8SM,65.0
0,5,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,69.0
0,12,6,1,NAO,PROSPECT ,F,DE 3SM ATE 4SM,47.0
0,5,2,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,38.0
0,4,7,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,60.0
12,46,9,177,SIM,PROSPECT ,F,DE 4SM ATE 8SM,62.0
90,23,15,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,82.0
4,10,17,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,31.0
0,2,4,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,41.0
2,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,41.0
0,2,2,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,61.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,33.0
4,3,3,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,36.0
0,2,2,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,31.0
0,12,12,39,SIM,PROSPECT ,M,DE 4SM ATE 8SM,64.0
2,6,3,5,SIM,PROSPECT ,F,DE 4SM ATE 8SM,33.0
0,4,2,1,NAO,PROSPECT ,F,DE 3SM ATE 4SM,37.0
2,4,0,5,SIM,PROSPECT ,M,DE 4SM ATE 8SM,45.0
4,33,51,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,56.0
0,2,1,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,44.0
0,2,2,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,29.0
18,7,0,19,SIM,PROSPECT ,M,DE 3SM ATE 4SM,76.0
43,49,14,3,NAO,PROSPECT ,M,DE 4SM ATE 8SM,30.0
0,38,67,89,SIM,PROSPECT ,M,DE 14SM ATE 25SM,51.0
0,8,0,12,SIM,PROSPECT ,F,DE 4SM ATE 8SM,48.0
1,7,14,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,35.0
0,6,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,37.0
0,1,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,49.0
4,27,6,37,NAO,PROSPECT ,F,DE 4SM ATE 8SM,36.0
0,4,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,53.0
16,38,0,358,SIM,PROSPECT ,M,DE 4SM ATE 8SM,55.0
0,9,16,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,45.0
55,27,0,186,SIM,PROSPECT ,M,DE 4SM ATE 8SM,62.0
0,2,2,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,30.0
0,8,6,2,NAO,PROSPECT ,M,DE 4SM ATE 8SM,64.0
0,55,60,162,SIM,PROSPECT ,M,DE 4SM ATE 8SM,34.0
11,13,17,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,37.0
6,1,3,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,45.0
1,7,0,10,SIM,PROSPECT ,M,DE 14SM ATE 25SM,33.0
0,3,2,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,71.0
0,60,710,1064,SIM,PROSPECT ,M,DE 3SM ATE 4SM,31.0
0,1,0,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,37.0
0,5,4,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,39.0
13,24,0,73,SIM,PROSPECT ,M,DE 8SM ATE 14SM,42.0
128,39,23,91,SIM,PROSPECT ,F,DE 4SM ATE 8SM,69.0
123,37,24,87,SIM,PROSPECT ,M,DE 8SM ATE 14SM,51.0
1,15,8,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,44.0
0,1,1,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,64.0
2,1,0,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,48.0
0,1,0,2,SIM,PROSPECT ,M,DE 4SM ATE 8SM,66.0
2,5,7,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,64.0
0,5,5,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,63.0
0,59,374,681,SIM,PROSPECT ,F,DE 4SM ATE 8SM,98.0
21,20,10,1,NAO,PROSPECT ,F,DE 8SM ATE 14SM,42.0
0,7,9,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,37.0
1,8,5,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,65.0
0,1,1,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,41.0
3,6,5,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,39.0
0,5,3,1,NAO,PROSPECT ,F,DE 14SM ATE 25SM,90.0
0,1,1,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,61.0
8,8,0,18,SIM,PROSPECT ,M,DE 3SM ATE 4SM,32.0
0,2,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,78.0
4,6,7,1,SIM,PROSPECT ,M,DE 8SM ATE 14SM,68.0
10,2,0,3,SIM,PROSPECT ,F,DE 3SM ATE 4SM,37.0
0,5,0,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,34.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,41.0
0,13,16,0,NAO,PROSPECT ,I,DE 8SM ATE 14SM,47.0
6,2,2,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,59.0
4,23,15,95,SIM,PROSPECT ,M,DE 4SM ATE 8SM,50.0
4,9,13,0,NAO,PROSPECT ,M,DE 2SM ATE 3SM,47.0
0,3,3,0,NAO,PROSPECT ,M,DE 14SM ATE 25SM,36.0
0,60,420,3,NAO,PROSPECT ,F,DE 4SM ATE 8SM,46.0
8,29,23,26,NAO,PROSPECT ,M,DE 4SM ATE 8SM,29.0
0,2,3,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,37.0
0,9,4,0,NAO,PROSPECT ,M,ACIMA DE 25SM,64.0
10,12,7,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,45.0
0,5,6,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,36.0
10,6,0,24,SIM,PROSPECT ,M,DE 14SM ATE 25SM,37.0
6,12,0,34,SIM,PROSPECT ,M,DE 4SM ATE 8SM,72.0
0,4,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,36.0
0,8,3,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,69.0
12,13,2,10,NAO,PROSPECT ,M,DE 14SM ATE 25SM,74.0
0,5,0,7,NAO,PROSPECT ,F,DE 4SM ATE 8SM,75.0
0,46,0,135,SIM,PROSPECT ,M,DE 4SM ATE 8SM,49.0
0,1,2,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,54.0
50,28,28,1,NAO,PROSPECT ,F,DE 4SM ATE 8SM,33.0
0,2,2,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,59.0
0,31,9,59,NAO,PROSPECT ,M,DE 4SM ATE 8SM,57.0
38,57,0,569,SIM,PROSPECT ,M,DE 4SM ATE 8SM,38.0
3,60,113,360,SIM,PROSPECT ,M,DE 4SM ATE 8SM,50.0
23,19,0,115,SIM,PROSPECT ,M,DE 8SM ATE 14SM,44.0
3,14,0,58,SIM,PROSPECT ,M,DE 4SM ATE 8SM,49.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,48.0
0,35,40,57,SIM,PROSPECT ,F,ACIMA DE 25SM,46.0
52,38,5,96,SIM,PROSPECT ,F,DE 14SM ATE 25SM,41.0
0,1,1,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,64.0
0,1,0,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,49.0
0,1,0,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,45.0
2,1,0,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,28.0
0,3,3,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,43.0
0,5,4,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,82.0
0,5,0,9,SIM,PROSPECT ,F,DE 4SM ATE 8SM,35.0
2,6,6,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,29.0
0,7,7,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,39.0
0,12,12,0,NAO,PROSPECT ,F,DE 14SM ATE 25SM,79.0
0,9,9,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,45.0
0,1,0,6,SIM,PROSPECT ,M,DE 3SM ATE 4SM,41.0
0,5,7,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,40.0
0,10,10,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,51.0
53,32,14,204,SIM,PROSPECT ,F,DE 4SM ATE 8SM,56.0
0,2,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,42.0
0,1,0,2,NAO,PROSPECT ,M,DE 4SM ATE 8SM,43.0
0,10,8,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,34.0
6,8,4,5,NAO,PROSPECT ,M,DE 4SM ATE 8SM,37.0
1,12,14,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,33.0
12,1,0,1,SIM,PROSPECT ,M,DE 8SM ATE 14SM,40.0
0,60,580,710,SIM,PROSPECT ,F,DE 8SM ATE 14SM,78.0
0,1,0,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,50.0
5,4,5,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,42.0
15,16,7,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,54.0
38,26,13,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,57.0
0,53,223,21,NAO,PROSPECT ,F,DE 4SM ATE 8SM,80.0
0,31,133,197,SIM,PROSPECT ,M,DE 14SM ATE 25SM,44.0
2,12,6,7,SIM,PROSPECT ,I,DE 4SM ATE 8SM,39.0
0,1,1,0,NAO,PROSPECT ,I,DE 4SM ATE 8SM,39.0
0,3,0,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,42.0
0,2,4,5,NAO,PROSPECT ,F,DE 4SM ATE 8SM,83.0
0,58,775,217,SIM,PROSPECT ,F,DE 3SM ATE 4SM,44.0
0,19,23,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,36.0
0,1,0,1,NAO,PROSPECT ,F,DE 4SM ATE 8SM,37.0
0,10,9,5,NAO,PROSPECT ,M,DE 4SM ATE 8SM,60.0
1,4,4,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,52.0
0,5,6,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,33.0
0,10,17,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,30.0
132,41,11,150,SIM,PROSPECT ,M,DE 4SM ATE 8SM,60.0
0,17,3,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,37.0
0,28,68,149,SIM,PROSPECT ,F,DE 14SM ATE 25SM,62.0
0,3,3,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,47.0
1,39,328,10,NAO,PROSPECT ,F,DE 4SM ATE 8SM,36.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,43.0
3,28,9,38,NAO,PROSPECT ,M,DE 4SM ATE 8SM,62.0
0,57,238,253,SIM,PROSPECT ,M,DE 4SM ATE 8SM,46.0
0,2,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,38.0
0,1,1,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,45.0
0,1,1,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,53.0
0,60,843,403,SIM,PROSPECT ,F,DE 4SM ATE 8SM,42.0
0,1,0,1,NAO,PROSPECT ,M,DE 4SM ATE 8SM,51.0
0,4,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,40.0
0,2,1,0,NAO,PROSPECT ,I,DE 4SM ATE 8SM,32.0
15,25,13,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,38.0
0,10,10,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,43.0
0,4,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,47.0
0,1,1,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,32.0
3,13,0,21,SIM,PROSPECT ,M,DE 4SM ATE 8SM,41.0
0,15,4,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,74.0
1,10,0,13,SIM,PROSPECT ,M,DE 8SM ATE 14SM,31.0
0,56,148,245,NAO,PROSPECT ,M,DE 4SM ATE 8SM,47.0
71,27,81,8,NAO,PROSPECT ,M,DE 8SM ATE 14SM,36.0
0,13,6,27,NAO,PROSPECT ,M,DE 4SM ATE 8SM,69.0
0,5,7,0,NAO,PROSPECT ,F,DE 8SM ATE 14SM,36.0
8,29,0,121,SIM,PROSPECT ,M,DE 3SM ATE 4SM,29.0
8,23,10,41,SIM,PROSPECT ,M,DE 8SM ATE 14SM,30.0
0,5,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,41.0
0,6,4,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,34.0
1,14,27,29,SIM,PROSPECT ,F,ACIMA DE 25SM,58.0
192,35,0,283,SIM,PROSPECT ,M,DE 8SM ATE 14SM,72.0
0,6,3,0,NAO,PROSPECT ,M,DE 3SM ATE 4SM,42.0
0,5,5,0,NAO,PROSPECT ,M,DE 8SM ATE 14SM,68.0
0,4,4,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,36.0
0,2,1,0,NAO,PROSPECT ,F,DE 2SM ATE 3SM,31.0
0,10,8,0,NAO,PROSPECT ,F,DE 3SM ATE 4SM,55.0
0,5,4,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,37.0
0,3,3,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,59.0
0,8,1,7,NAO,PROSPECT ,M,DE 4SM ATE 8SM,30.0
0,35,183,16,NAO,PROSPECT ,F,DE 8SM ATE 14SM,72.0
12,7,3,0,NAO,PROSPECT ,M,DE 4SM ATE 8SM,76.0
0,27,40,0,NAO,PROSPECT ,F,DE 4SM ATE 8SM,51.0
